Command,Shell,Exit code,User time (us),System time (us),Max RSS (Bytes),Page Reclaims,Page Faults,Voluntary Context Switches,Involuntary Context Switches,Wall clock (us)
"ls -lr","",0,720,3889,1949696,446,0,0,15,24290
"ls -lr","",0,749,4074,1851392,440,0,0,18,24356
"ls -lr","",0,719,4009,1900544,443,0,0,18,24534
"ls -lr","",0,724,4121,1933312,445,0,0,19,24596
"ls -lr","",0,729,2783,1687552,430,0,0,20,24516
"ls -lr","",0,719,4035,1949696,446,0,0,21,24890
"ls -lr","",0,690,2334,1949696,446,0,0,19,24637
"ls -lr","",0,701,3976,1949696,446,0,0,20,24777
"ls -lr","",0,701,4006,1949696,446,0,0,19,24460
"ls -lr","",0,716,2506,1949696,446,0,0,20,24317
"ls -lr","",0,711,3335,1949696,446,0,0,22,24601
"ls -lr","",0,705,4019,1949696,446,0,0,19,24365
"ls -lr","",0,717,3322,1687552,431,0,0,19,24619
"ls -lr","",0,729,2875,1867776,441,0,0,22,24351
"ls -lr","",0,731,4064,1654784,430,0,0,19,24372
"ls -lr","",0,746,4067,1949696,446,0,0,19,24535
"ls -lr","",0,733,4077,1687552,430,0,0,19,24469
"ls -lr","",0,742,2160,1851392,440,0,0,20,24879
"ls -lr","",0,728,3993,1949696,446,0,0,20,24401
"ls -lr","",0,731,4056,1687552,430,0,0,21,24305
"ls -lr","",0,726,2554,1654784,428,0,0,18,24295
"ls -lr","",0,678,3291,1949696,446,0,0,21,24465
"ls -lr","",0,730,3507,1867776,441,0,0,20,24217
"ls -lr","",0,723,2156,1867776,441,0,0,23,24620
"ls -lr","",0,707,4080,1867776,441,0,0,19,24507
"ls -lr","",0,703,4069,1654784,428,0,0,21,24131
"ls -lr","",0,707,3931,1982464,448,0,0,22,24995
"ls -lr","",0,718,2142,1966080,447,0,0,20,24799
"ls -lr","",0,739,4076,1851392,440,0,0,22,24403
"ls -lr","",0,698,4044,1884160,442,0,0,21,24486
"ls -lr","",0,682,3997,1851392,440,0,0,20,24307
"ls -lr","",0,706,4127,1802240,437,0,0,22,24503
"ls -lr","",0,706,3333,1687552,430,0,0,19,24575
"ls -lr","",0,712,4062,1654784,428,0,0,22,24534
"ls -lr","",0,690,4016,1654784,428,0,0,20,24304
"ls -lr","",0,717,3855,1687552,430,0,0,19,24392
"ls -lr","",0,690,4125,1949696,446,0,0,21,24716
"ls -lr","",0,713,4073,1654784,428,0,0,21,24436
"ls -lr","",0,717,3947,1654784,428,0,0,20,24331
"ls -lr","",0,693,4045,1867776,441,0,0,21,24680
